,address,addressaccuracy,addressnumberandstreet,avgspeed_x,avgspeed_y,block,codesum_x,codesum_y,cool_x,cool_y,date,day,depart_x,depart_y,depth_x,depth_y,dewpoint_x,dewpoint_y,distance,heat_x,heat_y,index,latitude,longitude,month,nummosquitos,preciptotal_x,preciptotal_y,resultdir_x,resultdir_y,resultspeed_x,resultspeed_y,sealevel_x,sealevel_y,snowfall_x,snowfall_y,species_culex_pipiens,species_culex_pipiens/restuans,species_culex_restuans,species_culex_salinarius,species_culex_tarsalis,species_culex_territans,stnpressure_x,stnpressure_y,street,sunrise_x,sunrise_y,sunset_x,sunset_y,tavg_x,tavg_y,tmax_x,tmax_y,tmin_x,tmin_y,trap,water1_x,water1_y,wetbulb_x,wetbulb_y,wnvpresent,year,dist_species_culex_pipiens,dist_species_culex_pipiens/restuans,dist_species_culex_restuans,dist_species_culex_salinarius,dist_species_culex_tarsalis,dist_species_culex_territans
6037,"South Torrence Avenue, Chicago, IL, USA",5,"1300  S TORRENCE AVE, Chicago, IL",9.5,8.7,3,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,1.7176139249829825,15,13,6037.0,41.678618,-87.559308,10.0,1,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,0,0,0,0,1,29.13,29.18,88,548,-1,1734,-1,50,52,59,59,41,44,107,-1,-1,49,49,0.0,2009.0,0.0,0.0,0.0,0.0,0.0,1.7176139249829825
6038,"2400 East 105th Street, Chicago, IL 60617, USA",8,"2400  E 105TH ST, Chicago, IL",9.5,8.7,11,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,3.4337308865657654,15,13,6038.0,41.704572,-87.56566600000002,10.0,12,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,1,0,0,0,0,29.13,29.18,1,548,-1,1734,-1,50,52,59,59,41,44,81,-1,-1,49,49,0.0,2009.0,0.0,3.4337308865657654,0.0,0.0,0.0,0.0
6039,"2400 East 105th Street, Chicago, IL 60617, USA",8,"2400  E 105TH ST, Chicago, IL",9.5,8.7,11,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,3.4337308865657654,15,13,6039.0,41.704572,-87.56566600000002,10.0,3,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,0,1,0,0,0,29.13,29.18,1,548,-1,1734,-1,50,52,59,59,41,44,81,-1,-1,49,49,0.0,2009.0,0.0,0.0,3.4337308865657654,0.0,0.0,0.0
6040,"2400 East 105th Street, Chicago, IL 60617, USA",8,"2400  E 105TH ST, Chicago, IL",9.5,8.7,11,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,3.4337308865657654,15,13,6040.0,41.704572,-87.56566600000002,10.0,1,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,1,0,0,0,0,0,29.13,29.18,1,548,-1,1734,-1,50,52,59,59,41,44,81,-1,-1,49,49,0.0,2009.0,3.4337308865657654,0.0,0.0,0.0,0.0,0.0
6041,"South Cottage Grove Avenue, Chicago, IL, USA",5,"1000  S COTTAGE GROVE, Chicago, IL",9.5,8.7,0,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,6.0043581202059935,15,13,6041.0,41.750498,-87.605294,10.0,3,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,1,0,0,0,0,29.13,29.18,62,548,-1,1734,-1,50,52,59,59,41,44,76,-1,-1,49,49,0.0,2009.0,0.0,6.0043581202059935,0.0,0.0,0.0,0.0
6042,"South Cottage Grove Avenue, Chicago, IL, USA",5,"1000  S COTTAGE GROVE, Chicago, IL",9.5,8.7,0,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,6.0043581202059935,15,13,6042.0,41.750498,-87.605294,10.0,1,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,0,1,0,0,0,29.13,29.18,62,548,-1,1734,-1,50,52,59,59,41,44,76,-1,-1,49,49,0.0,2009.0,0.0,0.0,6.0043581202059935,0.0,0.0,0.0
6043,"South Cottage Grove Avenue, Chicago, IL, USA",5,"1000  S COTTAGE GROVE, Chicago, IL",9.5,8.7,0,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,6.0043581202059935,15,13,6043.0,41.750498,-87.605294,10.0,1,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,1,0,0,0,0,0,29.13,29.18,62,548,-1,1734,-1,50,52,59,59,41,44,76,-1,-1,49,49,0.0,2009.0,6.0043581202059935,0.0,0.0,0.0,0.0,0.0
6044,"9100 West Higgins Road, Rosemont, IL 60018, USA",8,"9100  W HIGGINS RD, Chicago, IL",9.5,8.7,61,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,1.878892543675012,15,13,6044.0,41.99247800000001,-87.862995,10.0,2,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,1,0,0,0,0,29.13,29.18,127,548,-1,1734,-1,50,52,59,59,41,44,8,-1,-1,49,49,0.0,2009.0,0.0,1.878892543675012,0.0,0.0,0.0,0.0
6045,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9,"1000  W OHARE AIRPORT, Chicago, IL",9.5,8.7,0,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,1.878892543675012,15,13,6045.0,41.974689,-87.890615,10.0,1,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,1,0,0,0,0,29.13,29.18,132,548,-1,1734,-1,50,52,59,59,41,44,133,-1,-1,49,49,0.0,2009.0,0.0,1.878892543675012,0.0,0.0,0.0,0.0
6046,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9,"1000  W OHARE AIRPORT, Chicago, IL",9.5,8.7,0,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,1.878892543675012,15,13,6046.0,41.974689,-87.890615,10.0,7,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,1,0,0,0,0,29.13,29.18,132,548,-1,1734,-1,50,52,59,59,41,44,133,-1,-1,49,49,0.0,2009.0,0.0,1.878892543675012,0.0,0.0,0.0,0.0
6047,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9,"1000  W OHARE AIRPORT, Chicago, IL",9.5,8.7,0,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,1.878892543675012,15,13,6047.0,41.974689,-87.890615,10.0,5,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,1,0,0,0,0,29.13,29.18,132,548,-1,1734,-1,50,52,59,59,41,44,133,-1,-1,49,49,0.0,2009.0,0.0,1.878892543675012,0.0,0.0,0.0,0.0
6048,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9,"1000  W OHARE AIRPORT, Chicago, IL",9.5,8.7,0,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,1.878892543675012,15,13,6048.0,41.974689,-87.890615,10.0,1,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,0,1,0,0,0,29.13,29.18,132,548,-1,1734,-1,50,52,59,59,41,44,133,-1,-1,49,49,0.0,2009.0,0.0,0.0,1.878892543675012,0.0,0.0,0.0
6049,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9,"1000  W OHARE AIRPORT, Chicago, IL",9.5,8.7,0,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,1.878892543675012,15,13,6049.0,41.974689,-87.890615,10.0,3,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,1,0,0,0,0,0,29.13,29.18,132,548,-1,1734,-1,50,52,59,59,41,44,133,-1,-1,49,49,0.0,2009.0,1.878892543675012,0.0,0.0,0.0,0.0,0.0
6050,"Ohare Court, Bensenville, IL 60106, USA",5,"1000  W OHARE, Chicago, IL",9.5,8.7,0,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,2.38429529071619,15,13,6050.0,41.957799,-87.930995,10.0,14,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,1,0,0,0,0,29.13,29.18,131,548,-1,1734,-1,50,52,59,59,41,44,134,-1,-1,49,49,0.0,2009.0,0.0,2.38429529071619,0.0,0.0,0.0,0.0
6051,"Ohare Court, Bensenville, IL 60106, USA",5,"1000  W OHARE, Chicago, IL",9.5,8.7,0,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,2.38429529071619,15,13,6051.0,41.957799,-87.930995,10.0,3,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,1,0,0,0,0,0,29.13,29.18,131,548,-1,1734,-1,50,52,59,59,41,44,134,-1,-1,49,49,0.0,2009.0,2.38429529071619,0.0,0.0,0.0,0.0,0.0
6052,"4800 West Montana Street, Chicago, IL 60639, USA",8,"4800  W MONTANA ST, Chicago, IL",9.5,8.7,32,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,1.5346923641919443,15,13,6052.0,41.925198,-87.746381,10.0,1,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,1,0,0,0,0,29.13,29.18,129,548,-1,1734,-1,50,52,59,59,41,44,116,-1,-1,49,49,0.0,2009.0,0.0,1.5346923641919443,0.0,0.0,0.0,0.0
6053,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",9,"5100  N MONT CLARE AVE, Chicago, IL",9.5,8.7,35,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,1.3385298065657925,15,13,6053.0,41.973845,-87.805059,10.0,6,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,1,0,0,0,0,29.13,29.18,34,548,-1,1734,-1,50,52,59,59,41,44,117,-1,-1,49,49,0.0,2009.0,0.0,1.3385298065657925,0.0,0.0,0.0,0.0
6054,"8200 South Kostner Avenue, Chicago, IL 60652, USA",8,"8200  S KOSTNER AVE, Chicago, IL",9.5,8.7,58,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,3.0528709686932904,15,13,6054.0,41.743402,-87.731435,10.0,18,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,1,0,0,0,0,29.13,29.18,72,548,-1,1734,-1,50,52,59,59,41,44,119,-1,-1,49,49,0.0,2009.0,0.0,3.0528709686932904,0.0,0.0,0.0,0.0
6055,"8200 South Kostner Avenue, Chicago, IL 60652, USA",8,"8200  S KOSTNER AVE, Chicago, IL",9.5,8.7,58,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,3.0528709686932904,15,13,6055.0,41.743402,-87.731435,10.0,5,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,0,1,0,0,0,29.13,29.18,72,548,-1,1734,-1,50,52,59,59,41,44,119,-1,-1,49,49,0.0,2009.0,0.0,0.0,3.0528709686932904,0.0,0.0,0.0
6056,"8200 South Kostner Avenue, Chicago, IL 60652, USA",8,"8200  S KOSTNER AVE, Chicago, IL",9.5,8.7,58,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,3.0528709686932904,15,13,6056.0,41.743402,-87.731435,10.0,4,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,1,0,0,0,0,0,29.13,29.18,72,548,-1,1734,-1,50,52,59,59,41,44,119,-1,-1,49,49,0.0,2009.0,3.0528709686932904,0.0,0.0,0.0,0.0,0.0
6057,"South Wallace Street, Chicago, IL, USA",5,"1100  S WALLACE ST, Chicago, IL",9.5,8.7,1,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,1.795457517113478,15,13,6057.0,41.753411,-87.63981700000002,10.0,1,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,1,0,0,0,0,29.13,29.18,91,548,-1,1734,-1,50,52,59,59,41,44,123,-1,-1,49,49,0.0,2009.0,0.0,1.795457517113478,0.0,0.0,0.0,0.0
6058,"1300 North Laramie Avenue, Chicago, IL 60651, USA",9,"1300  N LARAMIE AVE, Chicago, IL",9.5,8.7,3,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,2.0186339984642108,15,13,6058.0,41.904194,-87.756155,10.0,1,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,0,0,0,0,1,29.13,29.18,26,548,-1,1734,-1,50,52,59,59,41,44,124,-1,-1,49,49,0.0,2009.0,0.0,0.0,0.0,0.0,0.0,2.0186339984642108
6059,"3900 North Springfield Avenue, Chicago, IL 60618, USA",8,"3900  N SPRINGFIELD AVE, Chicago, IL",9.5,8.7,24,RA BR,TSRA RA BR,0,0,2009-10-01,1.0,-8,-1,0,-1,46,46,3.659791857188958,15,13,6059.0,41.951866,-87.72505699999998,10.0,1,0.89,0.59,13,13,9.1,8.8,29.9,29.9,0.0,-1,0,1,0,0,0,0,29.13,29.18,44,548,-1,1734,-1,50,52,59,59,41,44,122,-1,-1,49,49,0.0,2009.0,0.0,3.659791857188958,0.0,0.0,0.0,0.0
6060,"1100 West Chicago Avenue, Chicago, IL 60642, USA",8,"1100  W CHICAGO, Chicago, IL",8.0,7.5,1,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,2.0375187770927967,5,4,6060.0,41.896282,-87.655232,6.0,1,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,0,0,0,0,1,29.21,29.26,117,416,-1,1926,-1,60,61,69,71,51,51,36,-1,-1,57,58,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,2.0375187770927967
6061,"1700 West 95th Street, Chicago, IL 60643, USA",9,"1700  W 95TH ST, Chicago, IL",8.0,7.5,6,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,2.2591525188569963,5,4,6061.0,41.720848,-87.666014,6.0,1,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,1,0,0,0,0,29.21,29.26,112,416,-1,1926,-1,60,61,69,71,51,51,70,-1,-1,57,58,0.0,2011.0,0.0,2.2591525188569963,0.0,0.0,0.0,0.0
6062,"7500 North Oakley Avenue, Chicago, IL 60645, USA",8,"7500  N OAKLEY AVE, Chicago, IL",8.0,7.5,53,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,2.1082013010402303,5,4,6062.0,42.01743,-87.68776899999997,6.0,2,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,0,1,0,0,0,29.21,29.26,37,416,-1,1926,-1,60,61,69,71,51,51,92,-1,-1,57,58,0.0,2011.0,0.0,0.0,2.1082013010402303,0.0,0.0,0.0
6063,"5800 North Western Avenue, Chicago, IL 60659, USA",9,"5800  N WESTERN AVE, Chicago, IL",8.0,7.5,39,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,1.998801529728128,5,4,6063.0,41.986921,-87.689778,6.0,1,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,1,0,0,0,0,29.21,29.26,48,416,-1,1926,-1,60,61,69,71,51,51,20,-1,-1,57,58,0.0,2011.0,0.0,1.998801529728128,0.0,0.0,0.0,0.0
6064,"5000 South Central Avenue, Chicago, IL 60638, USA",9,"5000  S CENTRAL AVE, Chicago, IL",8.0,7.5,34,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,1.3874141025498157,5,4,6064.0,41.801498,-87.763416,6.0,4,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,1,0,0,0,0,29.21,29.26,58,416,-1,1926,-1,60,61,69,71,51,51,22,-1,-1,57,58,0.0,2011.0,0.0,1.3874141025498157,0.0,0.0,0.0,0.0
6065,"5000 South Central Avenue, Chicago, IL 60638, USA",9,"5000  S CENTRAL AVE, Chicago, IL",8.0,7.5,34,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,1.3874141025498157,5,4,6065.0,41.801498,-87.763416,6.0,11,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,0,1,0,0,0,29.21,29.26,58,416,-1,1926,-1,60,61,69,71,51,51,22,-1,-1,57,58,0.0,2011.0,0.0,0.0,1.3874141025498157,0.0,0.0,0.0
6066,"5000 South Central Avenue, Chicago, IL 60638, USA",9,"5000  S CENTRAL AVE, Chicago, IL",8.0,7.5,34,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,1.3874141025498157,5,4,6066.0,41.801498,-87.763416,6.0,1,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,0,0,0,0,1,29.21,29.26,58,416,-1,1926,-1,60,61,69,71,51,51,22,-1,-1,57,58,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,1.3874141025498157
6067,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",9,"1100  S ASHLAND AVE, Chicago, IL",8.0,7.5,1,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,3.7907151754377035,5,4,6067.0,41.868077,-87.666901,6.0,3,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,1,0,0,0,0,29.21,29.26,50,416,-1,1926,-1,60,61,69,71,51,51,67,-1,-1,57,58,0.0,2011.0,0.0,3.7907151754377035,0.0,0.0,0.0,0.0
6068,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",9,"1100  S ASHLAND AVE, Chicago, IL",8.0,7.5,1,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,3.7907151754377035,5,4,6068.0,41.868077,-87.666901,6.0,1,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,0,1,0,0,0,29.21,29.26,50,416,-1,1926,-1,60,61,69,71,51,51,67,-1,-1,57,58,0.0,2011.0,0.0,0.0,3.7907151754377035,0.0,0.0,0.0
6069,"7000 West Armitage Avenue, Chicago, IL 60707, USA",8,"7000   W ARMITAGE AVENUE, Chicago, IL",8.0,7.5,49,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,0.9391766607460824,5,4,6069.0,41.916265,-87.800515,6.0,1,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,0,1,0,0,0,29.21,29.26,0,416,-1,1926,-1,60,61,69,71,51,51,95,-1,-1,57,58,0.0,2011.0,0.0,0.0,0.9391766607460824,0.0,0.0,0.0
6070,"2500 South Millard Avenue, Chicago, IL 60623, USA",9,"2500  S MILLARD AVE, Chicago, IL",8.0,7.5,12,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,2.9658267433974967,5,4,6070.0,41.846075,-87.716277,6.0,1,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,0,0,0,0,1,29.21,29.26,77,416,-1,1926,-1,60,61,69,71,51,51,96,-1,-1,57,58,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,2.9658267433974967
6071,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",8,"3700  N KEDVALE AVE, Chicago, IL",8.0,7.5,22,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,1.7768386844919684,5,4,6071.0,41.948167,-87.730698,6.0,1,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,0,1,0,0,0,29.21,29.26,23,416,-1,1926,-1,60,61,69,71,51,51,112,-1,-1,57,58,0.0,2011.0,0.0,0.0,1.7768386844919684,0.0,0.0,0.0
6072,"4500 North Campbell Avenue, Chicago, IL 60625, USA",9,"4500  N CAMPBELL AVE, Chicago, IL",8.0,7.5,29,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,1.5870592463756912,5,4,6072.0,41.963976,-87.69181,6.0,1,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,0,0,0,0,1,29.21,29.26,17,416,-1,1926,-1,60,61,69,71,51,51,114,-1,-1,57,58,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,1.5870592463756912
6073,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",8,"4600  N MILWAUKEE AVE, Chicago, IL",8.0,7.5,30,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,1.7768386844919684,5,4,6073.0,41.964242,-87.757639,6.0,3,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,1,0,0,0,0,29.21,29.26,33,416,-1,1926,-1,60,61,69,71,51,51,2,-1,-1,57,58,0.0,2011.0,0.0,1.7768386844919684,0.0,0.0,0.0,0.0
6074,"1100 South California Avenue, Chicago, IL 60612, USA",9,"1100  S CALIFORNIA, Chicago, IL",8.0,7.5,1,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,1.51502088820017,5,4,6074.0,41.868142,-87.696269,6.0,17,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,1,0,0,0,0,29.21,29.26,55,416,-1,1926,-1,60,61,69,71,51,51,34,-1,-1,57,58,0.0,2011.0,0.0,1.51502088820017,0.0,0.0,0.0,0.0
6075,"1100 South California Avenue, Chicago, IL 60612, USA",9,"1100  S CALIFORNIA, Chicago, IL",8.0,7.5,1,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,1.51502088820017,5,4,6075.0,41.868142,-87.696269,6.0,16,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,0,1,0,0,0,29.21,29.26,55,416,-1,1926,-1,60,61,69,71,51,51,34,-1,-1,57,58,0.0,2011.0,0.0,0.0,1.51502088820017,0.0,0.0,0.0
6076,"1100 South California Avenue, Chicago, IL 60612, USA",9,"1100  S CALIFORNIA, Chicago, IL",8.0,7.5,1,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,1.51502088820017,5,4,6076.0,41.868142,-87.696269,6.0,2,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,0,0,0,0,1,29.21,29.26,55,416,-1,1926,-1,60,61,69,71,51,51,34,-1,-1,57,58,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,1.51502088820017
6077,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",9,"6100  W FULLERTON AVE, Chicago, IL",8.0,7.5,41,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,0.9391766607460824,5,4,6077.0,41.923738,-87.785288,6.0,1,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,1,0,0,0,0,29.21,29.26,121,416,-1,1926,-1,60,61,69,71,51,51,11,-1,-1,57,58,0.0,2011.0,0.0,0.9391766607460824,0.0,0.0,0.0,0.0
6078,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",9,"6100  W FULLERTON AVE, Chicago, IL",8.0,7.5,41,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,0.9391766607460824,5,4,6078.0,41.923738,-87.785288,6.0,1,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,0,1,0,0,0,29.21,29.26,121,416,-1,1926,-1,60,61,69,71,51,51,11,-1,-1,57,58,0.0,2011.0,0.0,0.0,0.9391766607460824,0.0,0.0,0.0
6079,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",8,"1200  W GREENLEAF AVE, Chicago, IL",8.0,7.5,2,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,2.1571136979479326,5,4,6079.0,42.010412,-87.66214000000002,6.0,5,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,0,1,0,0,0,29.21,29.26,125,416,-1,1926,-1,60,61,69,71,51,51,16,-1,-1,57,58,0.0,2011.0,0.0,0.0,2.1571136979479326,0.0,0.0,0.0
6080,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",8,"1200  W GREENLEAF AVE, Chicago, IL",8.0,7.5,2,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,2.1571136979479326,5,4,6080.0,42.010412,-87.66214000000002,6.0,1,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,0,0,1,0,0,29.21,29.26,125,416,-1,1926,-1,60,61,69,71,51,51,16,-1,-1,57,58,0.0,2011.0,0.0,0.0,0.0,2.1571136979479326,0.0,0.0
6081,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",8,"1200  W GREENLEAF AVE, Chicago, IL",8.0,7.5,2,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,2.1571136979479326,5,4,6081.0,42.010412,-87.66214000000002,6.0,1,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,0,0,0,0,1,29.21,29.26,125,416,-1,1926,-1,60,61,69,71,51,51,16,-1,-1,57,58,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,2.1571136979479326
6082,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",9,"3300  N RUTHERFORD AVE, Chicago, IL",8.0,7.5,18,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,1.0508392712200008,5,4,6082.0,41.94016,-87.794896,6.0,3,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,1,0,0,0,0,29.21,29.26,43,416,-1,1926,-1,60,61,69,71,51,51,88,-1,-1,57,58,0.0,2011.0,0.0,1.0508392712200008,0.0,0.0,0.0,0.0
6083,"1100 North Artesian Avenue, Chicago, IL 60622, USA",8,"1100  S ARTESIAN AVE, Chicago, IL",8.0,7.5,1,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,2.074698716362509,5,4,6083.0,41.903002,-87.68826700000002,6.0,1,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,1,0,0,0,0,29.21,29.26,49,416,-1,1926,-1,60,61,69,71,51,51,104,-1,-1,57,58,0.0,2011.0,0.0,2.074698716362509,0.0,0.0,0.0,0.0
6084,"6000 West Montrose Avenue, Chicago, IL 60634, USA",9,"6000  W MONTROSE DR, Chicago, IL",8.0,7.5,40,RA BR HZ,TS TSRA BR HZ,0,0,2011-06-10,10.0,-7,-1,0,-1,56,56,1.0376761470779592,5,4,6084.0,41.960616,-87.777189,6.0,2,0.52,0.44,3,1,6.4,6.1,29.94,29.92,0.0,-1,0,0,1,0,0,0,29.21,29.26,130,416,-1,1926,-1,60,61,69,71,51,51,15,-1,-1,57,58,0.0,2011.0,0.0,0.0,1.0376761470779592,0.0,0.0,0.0
